id,title,company,location,salary_min,salary_max,description,year,apply_url
AK-12829118-AF-26-021-B,AIRCRAFT ENGINE MECHANIC,Air National Guard Units,"Eielson AFB, Alaska",41.22,48.1,"Opened Area(s) of Consideration: 1, 2, 3 DEFINITION OF AREA(S) OF CONSIDERATION: Area 1 - AKNG Permanent or Indefinite technicians. Area 2 - All AKNG members. Area 3 - All other current military members who are eligible to join the Alaska Air National Guard. PDCN: D1635000 MPCN: 3400860607 Selecting Supervisor: James D. Sjoblom",2025,https://www.usajobs.gov:443/job/849413700
20260008,Aeronautical Analyst,National Geospatial-Intelligence Agency,"Saint Louis, Missouri",75815,140476,"Aeronautical Analysts analyze and exploit worldwide aeronautical source and imagery in support of safety of navigation and national intelligence goals and requirements. They collaborate with partners and co-producers to ensure that databases and products contain current navigation and intelligence information. These analysts apply international certification standards to ensure the quality, accura",2025,https://www.usajobs.gov:443/job/851053600
ST-12840922-26-TG,FINANCIAL MANAGEMENT ANALYST,"Commander, Navy Installations","Nimitz Hill, Guam",73939,96116,You will serve as a FINANCIAL MANAGEMENT ANALYST in the COMMANDER NAVY REGION MARIANAS.,2025,https://www.usajobs.gov:443/job/851572900
DLATrpSpt-26-12845587-MP,Supply Systems Analyst,Defense Logistics Agency,"Philadelphia, Pennsylvania",97653,126955,See below for important information regarding this job.,2025,https://www.usajobs.gov:443/job/851761400
IN-12843717-AF-25-086,MANAGEMENT ANALYST,Air National Guard Units,"Fort Wayne, Indiana",67297,87482,"THIS IS AN INDIANA NATIONAL GUARD TITLE 5 EXCEPTED SERVICE POSITION This position is in the Excepted Service under the authority of Title V, P.L. 114-328, Sections 932 and 1084 (FY17 NDAA) This position is part of the IN 122nd Fighter Wing, Indiana National Guard under Position Description Number PD#T5645000. If you would like the complete list of duties, please contact the POC of this announcement.",2025,https://www.usajobs.gov:443/job/851486800
NM-12849071-AF-T32-025-022,INTELLIGENCE OPERATIONS SPECIALIST,Air National Guard Units,"Kirtland AFB, New Mexico",50502,97158,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. NEW MEXICO AIR NATIONAL GUARD NATIONWIDE. All members of the New Mexico Air National Guard or current Active Duty/Reserve military members eligible and wiling to become members of the New Mexico Air National Guard **You may be eligible for a Recruitment OR Relocation incentive per agency's policy. This National Guard position is for a INTELLIGENCE OPERATIONS SPECIALIST, Position Description Number D1797000.",2025,https://www.usajobs.gov:443/job/852139100
NM-12849077-AF-T32-025-023,INTELLIGENCE OPERATIONS SPECIALIST,Air National Guard Units,"Kirtland AFB, New Mexico",50502,97158,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. NEW MEXICO AIR NATIONAL GUARD NATIONWIDE. All members of the New Mexico Air National Guard or current Active Duty/Reserve military members eligible and wiling to become members of the New Mexico Air National Guard **You may be eligible for a Recruitment OR Relocation incentive per agency's policy. This National Guard position is for a INTELLIGENCE OPERATIONS SPECIALIST, Position Description Number D1797000.",2025,https://www.usajobs.gov:443/job/852140000
NM-12849101-AF-T32-025-024,INTELLIGENCE OPERATIONS SPECIALIST,Air National Guard Units,"Kirtland AFB, New Mexico",50502,97158,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. NEW MEXICO AIR NATIONAL GUARD NATIONWIDE. All members of the New Mexico Air National Guard or current Active Duty/Reserve military members eligible and wiling to become members of the New Mexico Air National Guard **You may be eligible for a Recruitment OR Relocation incentive per agency's policy. This National Guard position is for a INTELLIGENCE OPERATIONS SPECIALIST, Position Description Number D1797000.",2025,https://www.usajobs.gov:443/job/852140900
NM-12849107-AF-T32-025-025,INTELLIGENCE OPERATIONS SPECIALIST,Air National Guard Units,"Kirtland AFB, New Mexico",50502,97158,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. NEW MEXICO AIR NATIONAL GUARD NATIONWIDE. All members of the New Mexico Air National Guard or current Active Duty/Reserve military members eligible and wiling to become members of the New Mexico Air National Guard **You may be eligible for a Recruitment OR Relocation incentive per agency's policy. This National Guard position is for a INTELLIGENCE OPERATIONS SPECIALIST, Position Description Number D1797000.",2025,https://www.usajobs.gov:443/job/852141300
5I-AFPC-12845551-006279-NW,JOINT INTERFACE CONTROL ANALYST,"Air Force Elements, U.S. Central Command","MacDill AFB, Florida",124531,161889,"Click on ""Learn more about this agency"" button below to view Eligibilities being considered and other IMPORTANT information.",2025,https://www.usajobs.gov:443/job/851609400
CARZ-12845552-26-JAF,Physiologist - Exercise,Veterans Health Administration,"Columbus, Ohio",77154,100295,"This position is a Physiologist with the organizational title of Exercise Physiologist located in the Social Work and Intergrated Care. The primary purpose of the position is to function as Gerofit research and clinical program manager, to lead the activities of the program team, and to provide scientific, clinical, and technical knowledge and support to the Program. The Service functions within the Veterans Health Administration, Department of Veterans Affairs.",2025,https://www.usajobs.gov:443/job/851668700
ST-12842580-26-REM,ENGINEERING TECHNICIAN,Naval Sea Systems Command,"Keyport, Washington",118446,153982,You will serve as an ENGINEERING TECHNICIAN in the TEST RESOURCES ENGINEERING & PLANNING DIVISION within the TEST & EVALUATION DEPARTMENT of NAVUNSEAWARCENDIV KEYPORT WA.,2025,https://www.usajobs.gov:443/job/851551700
2025-DRR-B0183,"Senior Regional Analyst, CG-1101-15",Federal Deposit Insurance Corporation,"San Francisco, California",163757,255000,"This position is located in the Division of Resolutions and Receiverships, Resolution Risk Analysis section of the Federal Deposit Insurance Corporation and provides support in the areas of operations of the Monitoring and Resolution Coordination: Community Bank (M&RC: CB) group. Additional selections may be made from this vacancy announcement to fill similar vacancies that occur subsequent to this announcement.",2025,https://www.usajobs.gov:443/job/852030400
OK-12836779AF-25-139,GENERAL SUPPLY SPECIALIST (Title 32),Air National Guard Units,"Oklahoma City, Oklahoma",61111,79443,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This National Guard position is for a GENERAL SUPPLY SPECIALIST (Title 32), Position Description Number D1958000 and is part of the OK 137th Special Operations Wing, Oklahoma Air National Guard.",2025,https://www.usajobs.gov:443/job/850312600
MO-12847812-AF-25-109,SUPERVISORY HR SPECIALIST (MILITARY) (TITLE 32),Air National Guard Units,"Saint Joseph, Missouri",90067,117093,"This is a National Guard Title 32 Excepted Service Position. This position is a Permanent GS-0201-12 SUPERVISORY HR SPECIALIST (MILITARY) (TITLE 32), Position Description Number D2697000 and is part of the MO 139th Airlift Wing, MO 139th Airlift Wing. This position is also advertised on AGR announcement #AF25-093.",2025,https://www.usajobs.gov:443/job/851989600
ST-12842093-26-MCJ,SUPERVISORY DISTINGUISHED ENGINEER OR SCIENTIST,Naval Sea Systems Command,"Corona, California",196385,207500,"This position serves as the Deputy Technical Director, Naval Surface Warfare Center, Corona Division. The Secretary of Defense has ordered a department-wide hiring freeze subject to certain limited exceptions. This position is subject to the DoD hiring freeze. Offers of employment related to this vacancy announcement will not be executed until the position has an approved exemption.",2025,https://www.usajobs.gov:443/job/851473400
NJ-12848439-AF-25-122,ELECTRONIC INTEGRATED SYSTEMS MECHANIC,Air National Guard Units,"Egg Harbor Township, New Jersey",45.6,53.2,"This job opportunity is for an ELECTRONIC INTEGRATED SYSTEMS MECHANIC, position description D2240P01, within the 177TH AMXS of the New Jersey Air National Guard. This vacancy announcement is a Title 32, Excepted Service position.",2025,https://www.usajobs.gov:443/job/852160900
NJ-12828512-AR-25-119,PRODUCTION CONTROLLER,Army National Guard Units,"Somerset, New Jersey",72017,93620,"This National Guard position is for a PRODUCTION CONTROLLER, Position Description Number D1255000 and is part of the NJ FMS 8, National Guard. The purpose of this position is to perform maintenance production management, to achieve or maintain desired production levels, to serve as an equipment readiness expert for units supported by the facility, and to provide technical guidance and oversight to a lower-graded Production Controller.",2025,https://www.usajobs.gov:443/job/849299400
CEDD2612839948MP,PROGRAM ANALYST (SCHEDULER),U.S. Army Corps of Engineers,"Sacramento, California",55380,106543,"About the Position: You will support project management, control, coordination and execution of assigned real estate projects. Projects vary in type and involve reconnaissance and feasibility studies, engineering and design and construction of military and civil works projects",2025,https://www.usajobs.gov:443/job/851170300
DE-12820279-26-BWH,COOPERATIVE ENGAGEMENT CAPABILITY SYSTEMS ENGINEER,Naval Sea Systems Command,"Dahlgren, Virginia",69923,156755,"This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer.",2025,https://www.usajobs.gov:443/job/848468700
DE-12820255-26-JLM,ENGINEER/SCIENTIST,Naval Sea Systems Command,"Dahlgren, Virginia",69923,156755,"This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer.",2025,https://www.usajobs.gov:443/job/848470100
